gc_id,name,url,city,state,country,revenue,size,sector,updated_at,created_at,image
gc_id100000,Microsoft,microsoft.com,Redmond,WA,US,2.12E+11,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MSFT.png
gc_id100001,Apple,apple.com,Cupertino,CA,US,3.83E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AAPL.png
gc_id100002,NVIDIA,nvidia.com,Santa Clara,CA,US,60922000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NVDA.png
gc_id100003,Alphabet,abc.xyz,Mountain View,CA,US,3.07E+11,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GOOG.png
gc_id100004,Amazon.com,amazon.com,Seattle,WA,US,5.75E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMZN.png
gc_id100005,Meta Platforms,investor.fb.com,Menlo Park,CA,US,1.35E+11,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/META.png
gc_id100006,Berkshire Hathaway,berkshirehathaway.com,Omaha,NE,US,4.39E+11,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BRK.B.png
gc_id100007,Eli Lilly and Company,lilly.com,Indianapolis,IN,US,34124100000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LLY.png
gc_id100008,Taiwan Semiconductor Manufacturing Company,tsmc.com,Hsinchu City,,TW,2.16E+12,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TSM.png
gc_id100009,Broadcom,broadcom.com,San Jose,CA,US,35819000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AVGO.png
gc_id100010,Visa Inc.,usa.visa.com,San Francisco,CA,US,32653000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/V.png
gc_id100011,Novo Nordisk,novonordisk.com,Bagsvaerd,,DK,2.32E+11,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NVO.png
gc_id100012,JPMorgan Chase & Co.,jpmorganchase.com,New York,NY,US,1.55E+11,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JPM.png
gc_id100013,Tesla,tesla.com,Austin,TX,US,96773000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TSLA.png
gc_id100014,Walmart,stock.walmart.com,Bentonville,AR,US,6.48E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WMT.png
gc_id100015,UnitedHealth Group,unitedhealthgroup.com,Minnetonka,MN,US,3.72E+11,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UNH.png
gc_id100016,Exxon Mobil,corporate.exxonmobil.com,Irving,TX,US,3.34E+11,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/XOM.png
gc_id100017,Mastercard,mastercard.com,Purchase,NY,US,25098000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MA.png
gc_id100018,ASML Holding,asml.com,Veldhoven,,NL,27558500000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ASML.png
gc_id100019,The Home Depot,homedepot.com,Atlanta,GA,US,1.53E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HD.png
gc_id100020,The Procter & Gamble Company,pginvestor.com,Cincinnati,OH,US,82006000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PG.png
gc_id100021,Johnson & Johnson,jnj.com,New Brunswick,NJ,US,85152000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JNJ.png
gc_id100022,Oracle,oracle.com,Austin,TX,US,49954000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ORCL.png
gc_id100023,Toyota Motor,global.toyota/en,Tokyo,,JP,3.72E+13,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TM.png
gc_id100024,Costco Wholesale,costco.com,Issaquah,WA,US,2.42E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/COST.png
gc_id100025,AbbVie,abbvie.com,North Chicago,IL,US,54318000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ABBV.png
gc_id100026,Merck & Co.,merck.com,Kenilworth,NJ,US,59871000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MRK.png
gc_id100027,Salesforce,salesforce.com,San Francisco,CA,US,34857000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CRM.png
gc_id100028,Bank of America,bankofamerica.com,Charlotte,NC,US,94187000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BAC.png
gc_id100029,Advanced Micro Devices,amd.com,Santa Clara,CA,US,22680000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMD.png
gc_id100030,Chevron,chevron.com,San Ramon,CA,US,2.01E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CVX.png
gc_id100031,Netflix,netflix.com,Los Gatos,CA,US,33723297000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NFLX.png
gc_id100032,The Coca-Cola Company,coca-colacompany.com,Atlanta,GA,US,45754000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KO.png
gc_id100033,PepsiCo,pepsico.com,Purchase,NY,US,91468000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PEP.png
gc_id100034,Fomento Económico Mexicano,femsa.com,Monterrey,NL,MX,7.03E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FMX.png
gc_id100035,SAP SE,sap.com,Walldorf,,DE,31207000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SAP.png
gc_id100036,Adobe,adobe.com,San Jose,CA,US,19409000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ADBE.png
gc_id100037,Linde,linde.com,Woking,,GB,32854000000,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LIN.png
gc_id100038,Thermo Fisher Scientific,thermofisher.com,Waltham,MA,US,42857000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TMO.png
gc_id100039,Shell,shell.com,London,,GB,3.02E+11,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SHEL.png
gc_id100040,The Walt Disney Company,thewaltdisneycompany.com,Burbank,CA,US,88898000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DIS.png
gc_id100041,Accenture,accenture.com,Dublin,,IE,64111745000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ACN.png
gc_id100042,AstraZeneca,astrazeneca.com,Cambridge,,GB,45811000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AZN.png
gc_id100043,McDonald's,corporate.mcdonalds.com,Chicago,IL,US,25493700000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MCD.png
gc_id100044,Wells Fargo & Company,wellsfargo.com,San Francisco,CA,US,82597000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WFC.png
gc_id100045,Cisco Systems,cisco.com,San Jose,CA,US,56998000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CSCO.png
gc_id100046,Novartis AG,novartis.com,Basel,,CH,46660000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NVS.png
gc_id100047,Abbott Laboratories,abbott.com,North Chicago,IL,US,40109000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ABT.png
gc_id100048,General Electric Company,ge.com,Boston,MA,US,67954000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GE.png
gc_id100049,QUALCOMM,qualcomm.com,San Diego,CA,US,35820000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/QCOM.png
gc_id100050,T-Mobile US,t-mobile.com,Bellevue,WA,US,78558000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TMUS.png
gc_id100051,Danaher,danaher.com,Washington,DC,US,23890000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DHR.png
gc_id100052,Alibaba Group Holding,alibabagroup.com,Hangzhou,,CN,8.69E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BABA.png
gc_id100053,Intuit,intuit.com,Mountain View,CA,US,14368000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/INTU.png
gc_id100054,Intel,intel.com,Santa Clara,CA,US,54228000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/INTC.png
gc_id100055,Caterpillar,caterpillar.com,Deerfield,IL,US,67060000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CAT.png
gc_id100056,Applied Materials,appliedmaterials.com,Santa Clara,CA,US,26517000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMAT.png
gc_id100057,International Business Machines,ibm.com,Armonk,NY,US,61860000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IBM.png
gc_id100058,Verizon Communications,verizon.com,New York,NY,US,1.34E+11,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VZ.png
gc_id100059,Comcast,corporate.comcast.com,Philadelphia,PA,US,1.22E+11,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CMCSA.png
gc_id100060,Uber Technologies,uber.com,San Francisco,CA,US,37281000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UBER.png
gc_id100061,PDD Holdings,pddholdings.com,Shanghai,,CN,1.31E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PDD.png
gc_id100062,American Express Company,americanexpress.com,New York,NY,US,60363000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AXP.png
gc_id100063,TotalEnergies SE,totalenergies.com,Courbevoie,,FR,2.19E+11,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TTE.png
gc_id100064,ServiceNow,servicenow.com,Santa Clara,CA,US,8971000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NOW.png
gc_id100065,Texas Instruments,ti.com,Dallas,TX,US,17519000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TXN.png
gc_id100066,Pfizer,pfizer.com,New York,NY,US,58496000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PFE.png
gc_id100067,Blackstone,blackstone.com,New York,NY,US,7683902000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BX.png
gc_id100068,"NIKE, Inc.",investors.nike.com,Beaverton,OR,US,51217000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NKE.png
gc_id100069,Morgan Stanley,morganstanley.com,New York,NY,US,50667000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MS.png
gc_id100070,HSBC Holdings,hsbc.com,London,,GB,63019000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HSBC.png
gc_id100071,Union Pacific,up.com,Omaha,NE,US,24119000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UNP.png
gc_id100072,Amgen,amgen.com,Thousand Oaks,CA,US,28190000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMGN.png
gc_id100073,Lowe's Companies,lowes.com,Mooresville,NC,US,86377000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LOW.png
gc_id100074,BHP Group,bhp.com,Melbourne,VIC,AU,53817000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BHP.png
gc_id100075,Conoco Phillips,conocophillips.com,Houston,TX,US,56055000000,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/COP.png
gc_id100076,Royal Bank of Canada,rbc.com,Toronto,ON,CA,56256000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RY.png
gc_id100077,Philip Morris International,pmi.com,New York,NY,US,35174000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PM.png
gc_id100078,Intuitive Surgical,intuitive.com,Sunnyvale,CA,US,7124100000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ISRG.png
gc_id100079,HDFC Bank,hdfcbank.com,Mumbai,,IN,1.21E+12,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HDB.png
gc_id100080,The Goldman Sachs Group,goldmansachs.com,New York,NY,US,46254000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GS.png
gc_id100081,S&P Global,spglobal.com,New York,NY,US,12497000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SPGI.png
gc_id100082,Stryker,stryker.com,Kalamazoo,MI,US,20498000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SYK.png
gc_id100083,United Parcel Service,ups.com,Atlanta,GA,US,90958000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UPS.png
gc_id100084,Honeywell International,honeywell.com,Charlotte,NC,US,36647000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HON.png
gc_id100085,The Charles Schwab Corporation,schwab.com,Westlake,TX,US,25521000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SCHW.png
gc_id100086,Lam Research,lamresearch.com,Fremont,CA,US,17428516000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LRCX.png
gc_id100087,NextEra Energy,nexteraenergy.com,Juno Beach,FL,US,28114000000,Enterprise,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NEE.png
gc_id100088,Eaton Corporation,eaton.com,Dublin,,IE,23196000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ETN.png
gc_id100089,RTX Corp,rtx.com,Waltham,MA,US,68920000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RTX.png
gc_id100090,Unilever,unilever.com,London,,GB,59788811658,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UL.png
gc_id100091,Mitsubishi UFJ Financial Group,mufg.jp,Tokyo,,JP,6.06E+12,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MUFG.png
gc_id100092,Booking Holdings,bookingholdings.com,Norwalk,CT,US,21365000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BKNG.png
gc_id100093,BlackRock,blackrock.com,New York,NY,US,18656000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BLK.png
gc_id100094,Micron Technology,micron.com,Boise,ID,US,15540000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MU.png
gc_id100095,AT&T Inc.,att.com,Dallas,TX,US,1.22E+11,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/T.png
gc_id100096,The Progressive Corporation,progressive.com,Mayfield,OH,US,62082300000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PGR.png
gc_id100097,Elevance Health,elevancehealth.com,Indianapolis,IN,US,1.71E+11,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ELV.png
gc_id100098,Sanofi,sanofi.com,Paris,,FR,43070000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SNY.png
gc_id100099,Prologis,prologis.com,San Francisco,CA,US,8023469000,Enterprise,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PLD.png
gc_id100100,Anheuser-Busch InBev,ab-inbev.com,Leuven,,BE,59380000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BUD.png
gc_id100101,Citigroup,citigroup.com,New York,NY,US,1.57E+11,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/C.png
gc_id100102,The Boeing Company,boeing.com,Chicago,IL,US,77794000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BA.png
gc_id100103,The TJX Companies,tjx.com,Framingham,MA,US,54217000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TJX.png
gc_id100104,Deere & Company,deere.com,Moline,IL,US,60248000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DE.png
gc_id100105,Medtronic,medtronic.com,Dublin,,IE,31227000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MDT.png
gc_id100106,Sony Group,sony.com,Tokyo,,JP,1.15E+13,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SONY.png
gc_id100107,BP p.l.c.,bp.com,London,,GB,2.10E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BP.png
gc_id100108,Vertex Pharmaceuticals,vrtx.com,Boston,MA,US,9839000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VRTX.png
gc_id100109,Lockheed Martin,lockheedmartin.com,Bethesda,MD,US,67571000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LMT.png
gc_id100110,Airbnb,airbnb.com,San Francisco,CA,US,9917000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ABNB.png
gc_id100111,Regeneron Pharmaceuticals,regeneron.com,Tarrytown,NY,US,13117200000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/REGN.png
gc_id100112,The Toronto-Dominion Bank,td.com,Toronto,ON,CA,52929000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TD.png
gc_id100113,Bristol-Myers Squibb Company,bms.com,New York,NY,US,45006000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BMY.png
gc_id100114,Chubb,chubb.com/us-en,Zurich,,CH,49997000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CB.png
gc_id100115,Rio Tinto Group,riotinto.com,London,,GB,54041000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RIO.png
gc_id100116,Starbucks,starbucks.com,Seattle,WA,US,35975600000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SBUX.png
gc_id100117,Automatic Data Processing,adp.com,Roseland,NJ,US,17198800000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ADP.png
gc_id100118,UBS Group AG,ubs.com,Zurich,,CH,39063000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UBS.png
gc_id100119,Shopify,shopify.com,Ottawa,ON,CA,7060000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SHOP.png
gc_id100120,Marsh & McLennan Companies,mmc.com,New York,NY,US,22736000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MMC.png
gc_id100121,Cigna,cigna.com,Bloomfield,CT,US,1.95E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CI.png
gc_id100122,Boston Scientific,bostonscientific.com,Marlborough,MA,US,14240000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BSX.png
gc_id100123,CVS Health,cvshealth.com,Woonsocket,RI,US,3.58E+11,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CVS.png
gc_id100124,Mondelez International,mondelezinternational.com,Chicago,IL,US,36016000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MDLZ.png
gc_id100125,KLA Corporation,kla.com,Milpitas,CA,US,10496056000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KLAC.png
gc_id100126,Analog Devices,analog.com,Wilmington,MA,US,12305539000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ADI.png
gc_id100127,Arista Networks,arista.com,Santa Clara,CA,US,5860168000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ANET.png
gc_id100128,Petróleo Brasileiro S.A. - Petrobras,petrobras.com.br,Rio De Janeiro,RJ,BR,1.03E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PBR.png
gc_id100129,Petróleo Brasileiro S.A. - Petrobras,Unknown,Unknown,,Brazil,1.24E+11,Enterprise,Unknown,58:53.2,58:53.2,
gc_id100130,Palo Alto Networks,paloaltonetworks.com,Santa Clara,CA,US,6892700000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PANW.png
gc_id100131,Fiserv,fiserv.com,Brookfield,WI,US,19093000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FI.png
gc_id100132,ICICI Bank,icicibank.com,Mumbai,,IN,56678000,Lower Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IBN.png
gc_id100133,Gilead Sciences,gilead.com,Foster City,CA,US,27116000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GILD.png
gc_id100134,Synopsys,synopsys.com,Mountain View,CA,US,5842619000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SNPS.png
gc_id100135,American Tower,americantower.com,Boston,MA,US,11144200000,Enterprise,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMT.png
gc_id100136,KKR & Co.,kkr.com,New York,NY,US,14322870000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KKR.png
gc_id100137,Cadence Design Systems,cadence.com,San Jose,CA,US,4089986000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CDNS.png
gc_id100138,Stellantis,stellantis.com,Hoofddorp,,NL,1.90E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/STLA.png
gc_id100139,HCA Healthcare,hcahealthcare.com,Nashville,TN,US,64968000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HCA.png
gc_id100140,The Sherwin-Williams Company,sherwin-williams.com,Cleveland,OH,US,23051900000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SHW.png
gc_id100141,GSK plc,gsk.com,Brentford,,GB,30328000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GSK.png
gc_id100142,Waste Management,wm.com,Houston,TX,US,20426000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WM.png
gc_id100143,Canadian National Railway Company,cn.ca,Montreal,QC,CA,16828000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CNI.png
gc_id100144,Canadian Pacific Railway,cpr.ca,Calgary,AB,CA,12555000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CP.png
gc_id100145,Diageo,diageo.com,London,,GB,17113000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DEO.png
gc_id100146,RELX PLC,relx.com,London,,GB,9161000000,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RELX.png
gc_id100147,Southern Copper,southernperu.com,Phoenix,AZ,US,9895800000,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SCCO.png
gc_id100148,Illinois Tool Works,itw.com,Glenview,IL,US,16107000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ITW.png
gc_id100149,MercadoLibre,mercadolibre.com,Montevideo,,UY,14473000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MELI.png
gc_id100150,Canadian Natural Resources,cnrl.com,Calgary,AB,CA,35968000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CNQ.png
gc_id100151,Dell Technologies,delltechnologies.com,Round Rock,TX,US,88425000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DELL.png
gc_id100152,CrowdStrike Holdings,crowdstrike.com,Austin,TX,US,3055555000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CRWD.png
gc_id100153,Chipotle Mexican Grill,chipotle.com,Newport Beach,CA,US,9871649000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CMG.png
gc_id100154,Sumitomo Mitsui Financial Group,smfg.co.jp,Tokyo,,JP,3.79E+12,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SMFG.png
gc_id100155,Equinor ASA,equinor.com,Stavanger,,NO,1.07E+11,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/EQNR.png
gc_id100156,Ferrari,ferrari.com,Maranello,MO,IT,5970000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RACE.png
gc_id100157,Intercontinental Exchange,ice.com,Atlanta,GA,US,9903000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ICE.png
gc_id100158,Target,corporate.target.com,Minneapolis,MN,US,1.07E+11,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TGT.png
gc_id100159,Arm Holdings,arm.com,Cambridge,,GB,2679000000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ARM.png
gc_id100160,Zoetis,zoetis.com,Parsippany,NJ,US,8544000000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ZTS.png
gc_id100161,Schlumberger,slb.com,Houston,TX,US,33135000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SLB.png
